game_id,season,week,season_type,start_time_tbd,completed,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,away_id,away_team,away_conference,away_division,away_points,excitement_index,notes,date,start_time,away_q1,away_q2,away_q3,away_q4,home_q1,home_q2,home_q3,home_q4
401404137,2022,5,regular,False,True,False,False,25752.0,3841.0,Blaik Field at Michie Stadium,349,Army,FBS Independents,fbs,14.0,2247,Georgia State,Sun Belt,fbs,31.0,5.0939791362,,2022-10-01,16:00:00.000,3.0,14.0,0.0,14.0,0.0,0.0,7.0,7.0
401405099,2022,5,regular,False,True,False,True,73502.0,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,10.0,356,Illinois,Big Ten,fbs,34.0,3.3145924274,,2022-10-01,16:00:00.000,7.0,7.0,17.0,3.0,7.0,3.0,0.0,0.0
401405100,2022,5,regular,False,True,False,True,69250.0,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,fbs,14.0,130,Michigan,Big Ten,fbs,27.0,2.1253100123,,2022-10-01,16:00:00.000,7.0,6.0,7.0,7.0,0.0,0.0,0.0,14.0
401405101,2022,5,regular,False,True,False,True,48288.0,3953.0,TCF Bank Stadium,135,Minnesota,Big Ten,fbs,10.0,2509,Purdue,Big Ten,fbs,20.0,7.3634099439,,2022-10-01,16:00:00.000,10.0,0.0,0.0,10.0,0.0,3.0,7.0,0.0
401415227,2022,5,regular,False,True,False,False,36947.0,3713.0,Falcon Stadium,2005,Air Force,Mountain West,fbs,13.0,2426,Navy,American Athletic,fbs,10.0,4.2463648915,,2022-10-01,16:00:00.000,0.0,3.0,0.0,7.0,10.0,0.0,0.0,3.0
401411124,2022,5,regular,False,True,False,True,38517.0,3615.0,Alumni Stadium,103,Boston College,ACC,fbs,34.0,97,Louisville,ACC,fbs,33.0,6.4149729161,,2022-10-01,16:00:00.000,7.0,16.0,10.0,0.0,7.0,14.0,7.0,6.0
401415628,2022,5,regular,False,True,False,True,23239.0,3805.0,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,fbs,24.0,218,Temple,American Athletic,fbs,3.0,5.3899647219,,2022-10-01,16:00:00.000,0.0,3.0,0.0,0.0,0.0,0.0,7.0,17.0
401403905,2022,5,regular,False,True,False,True,64828.0,3974.0,Vaught-Hemingway Stadium,145,Ole Miss,SEC,fbs,22.0,96,Kentucky,SEC,fbs,19.0,6.0430722827,,2022-10-01,16:00:00.000,6.0,6.0,7.0,0.0,14.0,5.0,3.0,0.0
401426338,2022,5,regular,False,True,False,True,25188.0,3651.0,Bridgeforth Stadium,256,James Madison,Sun Belt,fbs,40.0,326,Texas State,Sun Belt,fbs,13.0,1.9676029093,,2022-10-01,17:30:00.000,0.0,0.0,7.0,6.0,7.0,12.0,7.0,14.0
401404006,2022,5,regular,False,True,False,True,51729.0,587.0,Rice-Eccles Stadium,254,Utah,Pac-12,fbs,42.0,204,Oregon State,Pac-12,fbs,16.0,3.4881398442,,2022-10-01,18:00:00.000,7.0,6.0,3.0,0.0,14.0,7.0,14.0,7.0
401414782,2022,5,regular,False,True,False,False,16478.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,20.0,113,UMass,FBS Independents,fbs,13.0,6.9318744984,,2022-10-01,18:00:00.000,7.0,3.0,3.0,0.0,0.0,0.0,14.0,6.0
401416608,2022,5,regular,False,True,False,True,10012.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,fbs,44.0,2459,Northern Illinois,Mid-American,fbs,38.0,5.6338887661,,2022-10-01,18:00:00.000,7.0,17.0,7.0,7.0,0.0,7.0,14.0,17.0
401404084,2022,5,regular,False,True,False,True,47233.0,3833.0,Memorial Stadium,2305,Kansas,Big 12,fbs,14.0,66,Iowa State,Big 12,fbs,11.0,6.8532744635,,2022-10-01,19:30:00.000,0.0,8.0,3.0,0.0,0.0,14.0,0.0,0.0
401411128,2022,5,regular,False,True,False,True,45029.0,3787.0,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,41.0,259,Virginia Tech,ACC,fbs,10.0,2.8024451577,,2022-10-01,19:30:00.000,3.0,7.0,0.0,0.0,7.0,17.0,17.0,0.0
401416611,2022,5,regular,False,True,False,True,20392.0,3696.0,Dix Stadium,2309,Kent State,Mid-American,fbs,31.0,195,Ohio,Mid-American,fbs,24.0,8.7503940758,,2022-10-01,19:30:00.000,0.0,10.0,7.0,7.0,7.0,0.0,3.0,14.0
401416607,2022,5,regular,False,True,False,True,22273.0,3739.0,Glass Bowl,2649,Toledo,Mid-American,fbs,38.0,2117,Central Michigan,Mid-American,fbs,17.0,3.2021495199,,2022-10-01,19:30:00.000,3.0,0.0,8.0,6.0,3.0,28.0,0.0,7.0
401405105,2022,5,regular,False,True,False,True,105524.0,3632.0,Beaver Stadium,213,Penn State,Big Ten,fbs,17.0,77,Northwestern,Big Ten,fbs,7.0,2.3293545873,,2022-10-01,19:30:00.000,0.0,0.0,7.0,0.0,7.0,7.0,0.0,3.0
401404083,2022,5,regular,False,True,False,True,47979.0,4727.0,McLane Stadium,239,Baylor,Big 12,fbs,25.0,197,Oklahoma State,Big 12,fbs,36.0,5.1608822414,,2022-10-01,19:30:00.000,7.0,9.0,17.0,3.0,3.0,0.0,22.0,0.0
401404151,2022,5,regular,False,True,False,False,20952.0,3892.0,Rentschler Field,41,Connecticut,FBS Independents,fbs,19.0,278,Fresno State,Mountain West,fbs,14.0,5.3097776208,,2022-10-01,19:30:00.000,0.0,7.0,7.0,0.0,3.0,3.0,6.0,7.0
401411127,2022,5,regular,False,True,False,True,69749.0,3697.0,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,fbs,21.0,154,Wake Forest,ACC,fbs,31.0,4.578745954,,2022-10-01,19:30:00.000,7.0,14.0,7.0,3.0,7.0,0.0,6.0,8.0
401405104,2022,5,regular,False,True,False,True,104245.0,3861.0,Ohio Stadium,194,Ohio State,Big Ten,fbs,49.0,164,Rutgers,Big Ten,fbs,10.0,2.9050293707,,2022-10-01,19:30:00.000,7.0,0.0,3.0,0.0,14.0,14.0,14.0,7.0
401405103,2022,5,regular,False,True,False,True,30559.0,3665.0,Maryland Stadium,120,Maryland,Big Ten,fbs,27.0,127,Michigan State,Big Ten,fbs,13.0,4.0681115537,,2022-10-01,19:30:00.000,7.0,6.0,0.0,0.0,14.0,7.0,3.0,3.0
401426339,2022,5,regular,False,True,False,False,19845.0,3775.0,Joan C. Edwards Stadium,276,Marshall,Sun Belt,fbs,28.0,2241,Gardner-Webb,Big South,fcs,7.0,1.758093271,,2022-10-01,19:30:00.000,7.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0
401416609,2022,5,regular,False,True,False,True,8093.0,3768.0,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,fbs,28.0,189,Bowling Green,Mid-American,fbs,31.0,6.6632783409,,2022-10-01,19:30:00.000,10.0,14.0,0.0,7.0,7.0,7.0,7.0,7.0
401421140,2022,5,regular,False,True,False,False,30789.0,3792.0,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,fbs,49.0,2643,The Citadel,Southern,fcs,0.0,1.0613867287,,2022-10-01,19:30:00.000,0.0,0.0,0.0,0.0,14.0,21.0,7.0,7.0
401403902,2022,5,regular,False,True,False,True,75579.0,3887.0,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,fbs,26.0,333,Alabama,SEC,fbs,49.0,1.9700327166,,2022-10-01,19:30:00.000,14.0,14.0,0.0,21.0,0.0,7.0,16.0,3.0
401416610,2022,5,regular,False,True,False,True,18615.0,3965.0,UB Stadium,2084,Buffalo,Mid-American,fbs,24.0,193,Miami (OH),Mid-American,fbs,20.0,9.6235607868,,2022-10-01,19:30:00.000,7.0,3.0,10.0,0.0,7.0,7.0,3.0,7.0
401403906,2022,5,regular,False,True,False,True,51930.0,3693.0,Davis Wade Stadium,344,Mississippi State,SEC,fbs,42.0,245,Texas A&M,SEC,fbs,24.0,4.7811050384,,2022-10-01,20:00:00.000,0.0,0.0,10.0,14.0,0.0,14.0,7.0,21.0
401426575,2022,5,regular,False,True,False,True,18274.0,3825.0,Apogee Stadium,249,North Texas,Conference USA,fbs,45.0,2226,Florida Atlantic,Conference USA,fbs,28.0,5.2624020285,,2022-10-01,20:00:00.000,7.0,14.0,0.0,7.0,7.0,21.0,14.0,3.0
401426341,2022,5,regular,False,True,False,True,20671.0,3666.0,Cajun Field,309,Louisiana,Sun Belt,fbs,17.0,6,South Alabama,Sun Belt,fbs,20.0,5.9674950836,,2022-10-01,21:00:00.000,0.0,7.0,3.0,10.0,7.0,0.0,0.0,10.0
401411130,2022,5,regular,False,True,False,False,33373.0,1964.0,Carrier Dome,183,Syracuse,ACC,fbs,59.0,2681,Wagner,NEC,fcs,0.0,1.008114628,,2022-10-01,21:00:00.000,0.0,0.0,0.0,0.0,21.0,28.0,7.0,3.0
401404004,2022,5,regular,False,True,False,True,23021.0,3820.0,Martin Stadium,265,Washington State,Pac-12,fbs,28.0,25,California,Pac-12,fbs,9.0,5.1716079008,,2022-10-01,21:30:00.000,0.0,3.0,0.0,6.0,0.0,7.0,7.0,14.0
401404161,2022,5,regular,False,True,False,False,18368.0,3918.0,Foreman Field,295,Old Dominion,Sun Belt,fbs,24.0,2335,Liberty,FBS Independents,fbs,38.0,4.6502159291,,2022-10-01,22:00:00.000,14.0,7.0,10.0,7.0,14.0,3.0,7.0,0.0
401426573,2022,5,regular,False,True,False,True,9547.0,4418.0,Jerry Richardson Stadium,2429,Charlotte,Conference USA,fbs,35.0,2638,UTEP,Conference USA,fbs,41.0,3.7137383757,,2022-10-01,22:00:00.000,7.0,17.0,10.0,7.0,7.0,0.0,14.0,14.0
401416612,2022,5,regular,False,True,False,False,20119.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,44.0,160,New Hampshire,CAA,fcs,7.0,2.0509367017,,2022-10-01,22:00:00.000,0.0,7.0,0.0,0.0,21.0,7.0,3.0,13.0
401403903,2022,5,regular,False,True,False,True,87451.0,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,fbs,17.0,99,LSU,SEC,fbs,21.0,8.5646328777,,2022-10-01,23:00:00.000,0.0,14.0,7.0,0.0,7.0,10.0,0.0,0.0
401426337,2022,5,regular,False,True,False,True,18756.0,3654.0,Brooks Stadium,324,Coastal Carolina,Sun Belt,fbs,34.0,290,Georgia Southern,Sun Belt,fbs,30.0,8.5452407899,,2022-10-01,23:00:00.000,0.0,7.0,10.0,13.0,7.0,0.0,7.0,20.0
401426340,2022,5,regular,False,True,False,True,18172.0,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,fbs,45.0,2433,Louisiana Monroe,Sun Belt,fbs,28.0,4.6841668199,,2022-10-01,23:00:00.000,7.0,7.0,7.0,7.0,10.0,14.0,14.0,7.0
401415627,2022,5,regular,False,True,False,True,21111.0,3674.0,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,fbs,21.0,2132,Cincinnati,American Athletic,fbs,31.0,4.0593364723,,2022-10-01,23:00:00.000,14.0,10.0,7.0,0.0,7.0,7.0,7.0,0.0
401426578,2022,5,regular,False,True,False,False,20168.0,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,fbs,27.0,2653,Troy,Sun Belt,fbs,34.0,7.2257283546,,2022-10-01,23:00:00.000,10.0,3.0,7.0,14.0,7.0,10.0,3.0,7.0
401404087,2022,5,regular,False,True,False,True,100740.0,3910.0,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,fbs,38.0,277,West Virginia,Big 12,fbs,20.0,2.5785580804,,2022-10-01,23:30:00.000,0.0,7.0,0.0,13.0,14.0,14.0,7.0,3.0
401415230,2022,5,regular,False,True,False,True,17765.0,3984.0,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,16.0,23,San José State,Mountain West,fbs,33.0,3.7966014857,,2022-10-01,23:30:00.000,2.0,17.0,7.0,7.0,3.0,7.0,6.0,0.0
401405102,2022,5,regular,False,True,False,True,86804.0,3834.0,Memorial Stadium,158,Nebraska,Big Ten,fbs,35.0,84,Indiana,Big Ten,fbs,21.0,8.0410791836,,2022-10-01,23:30:00.000,0.0,21.0,0.0,0.0,7.0,14.0,0.0,14.0
401426577,2022,5,regular,False,True,False,True,21926.0,3895.0,Rice Stadium,242,Rice,Conference USA,fbs,28.0,5,UAB,Conference USA,fbs,24.0,6.5030702865,,2022-10-01,23:30:00.000,7.0,10.0,7.0,0.0,7.0,0.0,14.0,7.0
401411126,2022,5,regular,False,True,False,True,15152.0,3982.0,Wallace Wade Stadium,150,Duke,ACC,fbs,38.0,258,Virginia,ACC,fbs,17.0,3.0606932376,,2022-10-01,23:30:00.000,0.0,7.0,3.0,7.0,14.0,7.0,7.0,10.0
401411125,2022,5,regular,False,True,False,True,81500.0,3836.0,Memorial Stadium,228,Clemson,ACC,fbs,30.0,152,NC State,ACC,fbs,20.0,5.3471325493,,2022-10-01,23:30:00.000,3.0,7.0,3.0,7.0,3.0,10.0,7.0,10.0
401403907,2022,5,regular,False,True,False,True,58165.0,3838.0,Faurot Field,142,Missouri,SEC,fbs,22.0,61,Georgia,SEC,fbs,26.0,6.6931253744,,2022-10-01,23:30:00.000,0.0,6.0,6.0,14.0,3.0,13.0,3.0,3.0
401411129,2022,5,regular,False,True,False,True,46972.0,3752.0,Heinz Field,221,Pittsburgh,ACC,fbs,21.0,59,Georgia Tech,ACC,fbs,26.0,6.1460908723,,2022-10-02,00:00:00.000,3.0,3.0,3.0,17.0,0.0,7.0,0.0,14.0
401426574,2022,5,regular,False,True,False,False,10423.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,FBS Independents,fbs,7.0,2229,Florida International,Conference USA,fbs,21.0,3.8360071997,,2022-10-02,00:00:00.000,7.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0
401404002,2022,5,regular,False,True,False,True,36591.0,3619.0,Arizona Stadium,12,Arizona,Pac-12,fbs,43.0,38,Colorado,Pac-12,fbs,20.0,2.4016515579,,2022-10-02,01:30:00.000,7.0,6.0,7.0,0.0,13.0,13.0,10.0,7.0
401404003,2022,5,regular,False,True,False,True,62133.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-12,fbs,42.0,9,Arizona State,Pac-12,fbs,25.0,2.6501059334,,2022-10-02,02:30:00.000,7.0,10.0,0.0,8.0,14.0,7.0,7.0,14.0
401404005,2022,5,regular,False,True,False,True,52218.0,3626.0,Autzen Stadium,2483,Oregon,Pac-12,fbs,45.0,24,Stanford,Pac-12,fbs,27.0,2.1428719446,,2022-10-02,03:00:00.000,0.0,3.0,14.0,10.0,10.0,21.0,7.0,7.0
401403904,2022,5,regular,False,True,False,False,72462.0,3634.0,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,52.0,331,Eastern Washington,Big Sky,fcs,17.0,1.3060924289,Moved from Oct 1,2022-10-02,16:00:00.000,3.0,0.0,0.0,14.0,14.0,21.0,10.0,7.0
401415629,2022,6,regular,False,True,False,True,27495.0,3652.0,Bright House Networks Stadium,2116,UCF,American Athletic,fbs,41.0,2567,SMU,American Athletic,fbs,19.0,5.6209392255,Moved from Oct 1,2022-10-05,23:00:00.000,7.0,6.0,0.0,6.0,3.0,7.0,14.0,17.0
401405111,2022,6,regular,False,True,False,True,53752.0,6577.0,SHI Stadium,164,Rutgers,Big Ten,fbs,13.0,158,Nebraska,Big Ten,fbs,14.0,7.4072532651,,2022-10-07,23:00:00.000,0.0,0.0,7.0,7.0,10.0,3.0,0.0,0.0
401415630,2022,6,regular,False,True,False,True,28126.0,3805.0,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,fbs,32.0,248,Houston,American Athletic,fbs,33.0,5.519080527,,2022-10-07,23:30:00.000,0.0,7.0,0.0,26.0,14.0,3.0,3.0,12.0
401415233,2022,6,regular,False,True,False,True,18255.0,3816.0,Mackay Stadium,2440,Nevada,Mountain West,fbs,14.0,36,Colorado State,Mountain West,fbs,17.0,8.8468883334,,2022-10-08,02:30:00.000,14.0,0.0,0.0,3.0,0.0,7.0,0.0,7.0
401415236,2022,6,regular,False,True,False,True,16669.0,3935.0,Spartan Stadium,23,San José State,Mountain West,fbs,40.0,2439,UNLV,Mountain West,fbs,7.0,2.3699361347,,2022-10-08,02:30:00.000,0.0,0.0,7.0,0.0,7.0,16.0,10.0,7.0
401411136,2022,6,regular,False,True,False,True,38009.0,3923.0,Scott Stadium,258,Virginia,ACC,fbs,17.0,97,Louisville,ACC,fbs,34.0,5.6701439359,,2022-10-08,16:00:00.000,0.0,13.0,14.0,7.0,10.0,0.0,7.0,0.0
401405109,2022,6,regular,False,True,False,True,36204.0,3665.0,Maryland Stadium,120,Maryland,Big Ten,fbs,29.0,2509,Purdue,Big Ten,fbs,31.0,8.4754889305,,2022-10-08,16:00:00.000,3.0,14.0,0.0,14.0,7.0,10.0,0.0,12.0
401416617,2022,6,regular,False,True,False,True,8724.0,3700.0,Doyt Perry Stadium,189,Bowling Green,Mid-American,fbs,7.0,2084,Buffalo,Mid-American,fbs,38.0,2.0584308584,,2022-10-08,16:00:00.000,17.0,14.0,7.0,0.0,0.0,0.0,7.0,0.0
401416614,2022,6,regular,False,True,False,True,10876.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,23.0,2199,Eastern Michigan,Mid-American,fbs,45.0,4.7638886418,,2022-10-08,16:00:00.000,14.0,21.0,7.0,3.0,0.0,7.0,9.0,7.0
401403913,2022,6,regular,False,True,False,True,102321.0,3958.0,Tiger Stadium,99,LSU,SEC,fbs,13.0,2633,Tennessee,SEC,fbs,40.0,2.8471575872,,2022-10-08,16:00:00.000,13.0,10.0,14.0,3.0,0.0,7.0,0.0,6.0
401403910,2022,6,regular,False,True,False,True,88471.0,3634.0,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,24.0,142,Missouri,SEC,fbs,17.0,5.101897381,,2022-10-08,16:00:00.000,0.0,10.0,0.0,7.0,10.0,0.0,7.0,7.0
401405108,2022,6,regular,False,True,False,True,50805.0,3830.0,Memorial Stadium,84,Indiana,Big Ten,fbs,10.0,130,Michigan,Big Ten,fbs,31.0,2.9854950915,,2022-10-08,16:00:00.000,10.0,0.0,7.0,14.0,7.0,3.0,0.0,0.0
401403914,2022,6,regular,False,True,False,True,57849.0,3693.0,Davis Wade Stadium,344,Mississippi State,SEC,fbs,40.0,8,Arkansas,SEC,fbs,17.0,3.1730437072,,2022-10-08,16:00:00.000,0.0,10.0,7.0,0.0,14.0,7.0,13.0,6.0
401404090,2022,6,regular,False,True,True,True,92100.0,499.0,Cotton Bowl,201,Oklahoma,Big 12,fbs,0.0,251,Texas,Big 12,fbs,49.0,1.542930843,,2022-10-08,16:00:00.000,7.0,21.0,14.0,7.0,0.0,0.0,0.0,0.0
401404089,2022,6,regular,False,True,False,True,47233.0,3833.0,Memorial Stadium,2305,Kansas,Big 12,fbs,31.0,2628,TCU,Big 12,fbs,38.0,6.6988911182,,2022-10-08,16:00:00.000,3.0,7.0,21.0,7.0,0.0,3.0,21.0,7.0
401416616,2022,6,regular,False,True,False,True,23108.0,3876.0,Peden Stadium,195,Ohio,Mid-American,fbs,55.0,2006,Akron,Mid-American,fbs,34.0,4.8965234797,,2022-10-08,18:00:00.000,0.0,13.0,7.0,14.0,14.0,14.0,20.0,7.0
401415633,2022,6,regular,False,True,False,True,38577.0,3854.0,Nippert Stadium,2132,Cincinnati,American Athletic,fbs,28.0,58,South Florida,American Athletic,fbs,24.0,4.4898705665,,2022-10-08,18:30:00.000,10.0,7.0,0.0,7.0,7.0,7.0,7.0,7.0
401426581,2022,6,regular,False,True,False,True,23694.0,7221.0,Protective Stadium,5,UAB,Conference USA,fbs,41.0,2393,Middle Tennessee,Conference USA,fbs,14.0,2.0954340126,,2022-10-08,19:30:00.000,7.0,0.0,7.0,0.0,21.0,17.0,3.0,0.0
401404011,2022,6,regular,False,True,False,True,42038.0,1056.0,Rose Bowl,26,UCLA,Pac-12,fbs,42.0,254,Utah,Pac-12,fbs,32.0,6.7520978485,,2022-10-08,19:30:00.000,0.0,10.0,8.0,14.0,7.0,7.0,14.0,14.0
401415631,2022,6,regular,False,True,False,True,14193.0,4729.0,Benson Field at Yulman Stadium,2655,Tulane,American Athletic,fbs,24.0,151,East Carolina,American Athletic,fbs,9.0,6.1432750565,,2022-10-08,19:30:00.000,3.0,6.0,0.0,0.0,0.0,14.0,7.0,3.0
401404164,2022,6,regular,False,True,False,True,11217.0,3985.0,Warren McGuirk Alumni Stadium,113,UMass,FBS Independents,fbs,24.0,2335,Liberty,FBS Independents,fbs,42.0,2.1006836116,,2022-10-08,19:30:00.000,0.0,21.0,14.0,7.0,7.0,3.0,0.0,14.0
401403911,2022,6,regular,False,True,False,True,92746.0,3917.0,Sanford Stadium,61,Georgia,SEC,fbs,42.0,2,Auburn,SEC,fbs,10.0,1.8868166666,,2022-10-08,19:30:00.000,0.0,0.0,3.0,7.0,0.0,14.0,7.0,21.0
401411135,2022,6,regular,False,True,False,True,54677.0,3752.0,Heinz Field,221,Pittsburgh,ACC,fbs,45.0,259,Virginia Tech,ACC,fbs,29.0,5.4450382203,,2022-10-08,19:30:00.000,6.0,10.0,7.0,6.0,7.0,10.0,14.0,14.0
401404091,2022,6,regular,False,True,False,True,55509.0,3646.0,Boone Pickens Stadium,197,Oklahoma State,Big 12,fbs,41.0,2641,Texas Tech,Big 12,fbs,31.0,9.628844577,,2022-10-08,19:30:00.000,14.0,10.0,7.0,0.0,17.0,3.0,14.0,7.0
401405107,2022,6,regular,False,True,False,True,32121.0,3911.0,Ryan Field,77,Northwestern,Big Ten,fbs,7.0,275,Wisconsin,Big Ten,fbs,42.0,1.6474850341,,2022-10-08,19:30:00.000,7.0,21.0,0.0,14.0,0.0,0.0,0.0,7.0
401416615,2022,6,regular,False,True,False,True,12682.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,fbs,32.0,2649,Toledo,Mid-American,fbs,52.0,1.2907177514,,2022-10-08,19:30:00.000,21.0,14.0,10.0,7.0,7.0,0.0,0.0,25.0
401416613,2022,6,regular,False,True,False,True,22305.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,16.0,2050,Ball State,Mid-American,fbs,17.0,9.8408644196,,2022-10-08,19:30:00.000,0.0,7.0,7.0,3.0,10.0,0.0,6.0,0.0
401411132,2022,6,regular,False,True,False,True,32041.0,721.0,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,fbs,23.0,150,Duke,ACC,fbs,20.0,6.3306836105,,2022-10-08,20:00:00.000,0.0,3.0,3.0,14.0,3.0,7.0,7.0,3.0
401405110,2022,6,regular,False,True,False,True,72809.0,3936.0,Spartan Stadium,127,Michigan State,Big Ten,fbs,20.0,194,Ohio State,Big Ten,fbs,49.0,0.6766191254,,2022-10-08,20:00:00.000,14.0,21.0,14.0,0.0,7.0,6.0,0.0,7.0
401404009,2022,6,regular,False,True,False,True,39244.0,3947.0,Sun Devil Stadium,9,Arizona State,Pac-12,fbs,45.0,264,Washington,Pac-12,fbs,38.0,8.0752478918,,2022-10-08,20:00:00.000,7.0,10.0,14.0,7.0,3.0,21.0,14.0,7.0
401403915,2022,6,regular,False,True,False,True,31567.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,28.0,145,Ole Miss,SEC,fbs,52.0,3.3356404905,,2022-10-08,20:00:00.000,3.0,14.0,21.0,14.0,3.0,17.0,0.0,8.0
401426582,2022,6,regular,False,True,False,True,22328.0,3604.0,Alamodome,2636,UT San Antonio,Conference USA,fbs,31.0,98,Western Kentucky,Conference USA,fbs,28.0,6.9679114072,,2022-10-08,22:00:00.000,7.0,7.0,0.0,14.0,7.0,10.0,7.0,7.0
401426343,2022,6,regular,False,True,False,True,20083.0,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,fbs,20.0,256,James Madison,Sun Belt,fbs,42.0,3.111529359,,2022-10-08,23:00:00.000,0.0,14.0,7.0,21.0,0.0,3.0,10.0,7.0
401426346,2022,6,regular,False,True,False,True,26017.0,3975.0,Veterans Memorial Stadium,2653,Troy,Sun Belt,fbs,27.0,2572,Southern Mississippi,Sun Belt,fbs,10.0,5.4276417696,,2022-10-08,23:00:00.000,0.0,7.0,3.0,0.0,3.0,7.0,7.0,10.0
401426580,2022,6,regular,False,True,False,True,16375.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,Conference USA,fbs,41.0,2638,UTEP,Conference USA,fbs,31.0,4.4777223907,,2022-10-08,23:00:00.000,3.0,7.0,0.0,21.0,20.0,10.0,0.0,11.0
401426345,2022,6,regular,False,True,False,True,25613.0,3644.0,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,fbs,36.0,2026,Appalachian State,Sun Belt,fbs,24.0,5.9654352001,,2022-10-08,23:00:00.000,0.0,3.0,7.0,14.0,7.0,17.0,9.0,3.0
401415234,2022,6,regular,False,True,False,True,14226.0,3971.0,University Stadium,167,New Mexico,Mountain West,fbs,14.0,2751,Wyoming,Mountain West,fbs,27.0,6.9613244457,,2022-10-08,23:00:00.000,0.0,7.0,10.0,10.0,14.0,0.0,0.0,0.0
401415231,2022,6,regular,False,True,False,True,19105.0,3905.0,Romney Stadium,328,Utah State,Mountain West,fbs,34.0,2005,Air Force,Mountain West,fbs,27.0,6.9454293555,,2022-10-08,23:00:00.000,7.0,7.0,3.0,10.0,10.0,3.0,7.0,14.0
401403912,2022,6,regular,False,True,False,True,61612.0,3683.0,Commonwealth Stadium,96,Kentucky,SEC,fbs,14.0,2579,South Carolina,SEC,fbs,24.0,4.1636765583,,2022-10-08,23:30:00.000,7.0,0.0,10.0,7.0,0.0,7.0,0.0,7.0
401405106,2022,6,regular,False,True,False,True,44910.0,3832.0,Memorial Stadium,356,Illinois,Big Ten,fbs,9.0,2294,Iowa,Big Ten,fbs,6.0,9.0119585393,,2022-10-08,23:30:00.000,3.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0
401404138,2022,6,regular,False,True,False,False,32524.0,3630.0,BB&T Field,154,Wake Forest,ACC,fbs,45.0,349,Army,FBS Independents,fbs,10.0,1.9910040659,,2022-10-08,23:30:00.000,0.0,0.0,0.0,10.0,14.0,7.0,17.0,7.0
401411131,2022,6,regular,False,True,False,True,42138.0,3615.0,Alumni Stadium,103,Boston College,ACC,fbs,3.0,228,Clemson,ACC,fbs,31.0,2.4413208062,,2022-10-08,23:30:00.000,3.0,7.0,7.0,14.0,0.0,3.0,0.0,0.0
401404088,2022,6,regular,False,True,False,True,60561.0,3772.0,Jack Trice Stadium,66,Iowa State,Big 12,fbs,9.0,2306,Kansas State,Big 12,fbs,10.0,5.966711074,,2022-10-08,23:30:00.000,7.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0
401404127,2022,6,regular,False,True,True,True,62742.0,6501.0,Allegiant Stadium,87,Notre Dame,FBS Independents,fbs,28.0,252,BYU,FBS Independents,fbs,20.0,4.6928947825,,2022-10-08,23:30:00.000,6.0,0.0,7.0,7.0,3.0,15.0,7.0,3.0
401404012,2022,6,regular,False,True,False,True,63204.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-12,fbs,30.0,265,Washington State,Pac-12,fbs,14.0,4.6110838627,,2022-10-08,23:30:00.000,0.0,14.0,0.0,0.0,10.0,7.0,7.0,6.0
401426344,2022,6,regular,False,True,False,True,18448.0,3817.0,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,21.0,324,Coastal Carolina,Sun Belt,fbs,28.0,3.7112525549,,2022-10-09,00:00:00.000,14.0,14.0,0.0,0.0,7.0,7.0,7.0,0.0
